,file,speaker,sex,age,nationality,level,code,type,ref,ans,rec,count,C,S,I,D,error,per
410,0079591,0363,F,1,English,B,RW011,W,빨리,BB A L L I,N,"Counter({'D': 4, 'S': 1})",0,1,0,4,"deletion of < BB >, deletion of < A >, deletion of < L >, deletion of < L >, substitution of < I > to < N >",0.8461538461538461
411,0079642,0363,F,1,English,B,RW027,W,뿌리,BB U R I,BB EU R I,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < U > to < EU >,0.09090909090909091
412,0079655,0363,F,1,English,B,RW031,W,구하다,G U A D A,G uEO A D A,"Counter({'C': 4, 'S': 1})",4,1,0,0,substitution of < U > to < uEO >,0.18518518518518517
413,0079685,0363,F,1,English,B,RW041,W,두부,D U B U,J U B U N,"Counter({'C': 3, 'S': 1, 'I': 1})",3,1,1,0,"substitution of < D > to < J >, insertion of < N >",0.24
414,0079699,0363,F,1,English,B,RW046,W,부부,B U B U,D U B U,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < B > to < D >,0.05
415,0079702,0363,F,1,English,B,RW047,W,구두,G U D U,G U G D U,"Counter({'C': 4, 'I': 1})",4,0,1,0,insertion of < G >,0.16
416,0079786,0363,F,1,English,B,RW095,W,무릎,M U R EU p,M U R EU p M U R EU p,"Counter({'I': 5, 'C': 5})",5,0,5,0,"insertion of < M >, insertion of < U >, insertion of < R >, insertion of < EU >, insertion of < p >",0.40384615384615385
417,0079836,0363,F,1,English,B,RW123,W,집집마다,J I p JJ I M M A D A,J I p JJ I M M M A D A J I p JJ I M M A D A,"Counter({'I': 11, 'C': 10})",10,0,11,0,"insertion of < J >, insertion of < I >, insertion of < p >, insertion of < JJ >, insertion of < I >, insertion of < M >, insertion of < M >, insertion of < M >, insertion of < A >, insertion of < D >, insertion of < A >",0.4205607476635514
418,0079845,0363,F,1,English,B,RW128,W,궁리,G U NG N I,G U NG N I N,"Counter({'C': 5, 'I': 1})",5,0,1,0,insertion of < N >,0.16129032258064516
419,0079867,0363,F,1,English,B,RW140,W,물이,M U R I,U R I,"Counter({'C': 3, 'D': 1})",3,0,0,1,deletion of < M >,0.2857142857142857
651,0148977,0612,F,97,English,A,RS029,S,물이 팔팔 끓는데 왜 불을 안 끄고 가만히 있어요,M U R I Ph A L Ph A L G EU N N EU N D E OE B U R EU L A N G EU G O G A M A N I I SS EO iO,M U R I Ph A L Ph A L G EU N N N EU N D E OE B U R EU L A N G EU G O G A M A N I I SS EO iO,"Counter({'C': 40, 'I': 1})",40,0,1,0,insertion of < N >,0.018604651162790697
652,0149338,0612,F,97,English,A,RS041,S,쉽지 않겠지만 결정은 빠를수록 좋습니다,S UI p JJ I A N Kh E t JJ I M A N G iEO L J EO NG EU N B A R EU L S U R O k J O SS EU M N I D A,S UI p JJ I A N Kh E t JJ I M A N G iEO L J EO NG EU N B A R EU EU L S U R O k J O SS EU M N I D A,"Counter({'C': 42, 'I': 1})",42,0,1,0,insertion of < EU >,0.021929824561403508
653,0139395,0612,F,97,English,A,RW009,W,우리,U R I,GG U R I,"Counter({'C': 3, 'I': 1})",3,0,1,0,insertion of < GG >,0.4666666666666667
654,0139445,0612,F,97,English,A,RW027,W,뿌리,BB U R I,BB O R I,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < U > to < O >,0.047619047619047616
655,0139620,0612,F,97,English,A,RW041,W,두부,D U B U,J U B U,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < D > to < J >,0.05
656,0139639,0612,F,97,English,A,RW054,W,수리,S U R I,S O R I,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < U > to < O >,0.05
657,0139644,0612,F,97,English,A,RW059,W,여기,iEO G I,I iA G I,"Counter({'C': 2, 'I': 1, 'S': 1})",2,1,1,0,"insertion of < I >, substitution of < iEO > to < iA >",0.5294117647058824
658,0139693,0612,F,97,English,A,RW075,W,무늬,M U N euI,M U N N euI,"Counter({'C': 4, 'I': 1})",4,0,1,0,insertion of < N >,0.14814814814814814
659,0140277,0612,F,97,English,A,RW100,W,급하다,G EU Ph A D A,G U A D A,"Counter({'C': 4, 'D': 1, 'S': 1})",4,1,0,1,"deletion of < EU >, substitution of < Ph > to < U >",0.25
660,0140285,0612,F,97,English,A,RW107,W,겪다,G iEO k DD A,G iEO k D A,"Counter({'C': 4, 'S': 1})",4,1,0,0,substitution of < DD > to < D >,0.07142857142857142
674,0143305,0668,F,95,English,B,RS003,S,십만 원만 빌려줄 수 있어요,S I M M A N uEO N M A N B I L L iEO J U L S U I SS EO iO,S I M M A N N uEO N B I L L iEO J U L S U I SS EO iO,"Counter({'C': 22, 'D': 2, 'S': 1})",22,1,0,2,"deletion of < uEO >, deletion of < M >, substitution of < A > to < uEO >",0.11194029850746269
675,0143462,0668,F,95,English,B,RS025,S,잘 못 들었는데 지금 뭐라고 하셨어요,J A L M O t D EU R EO N N EU N D E J I G EU M M uEO R A G O H A S iEO SS EO iO,J A L M O t D EU R EO N N EU N D E J I G EU M uEO R A G O H A S iEO SS EO iO,"Counter({'C': 33, 'D': 1})",33,0,0,1,deletion of < M >,0.022099447513812154
676,0142809,0668,F,95,English,B,RW017,W,풀,Ph U L,Ph O L,"Counter({'C': 2, 'S': 1})",2,1,0,0,substitution of < U > to < O >,0.0625
677,0142834,0668,F,95,English,B,RW026,W,바쁘다,B A BB EU D A,B A BB U D A,"Counter({'C': 5, 'S': 1})",5,1,0,0,substitution of < EU > to < U >,0.0625
678,0143115,0668,F,95,English,B,RW128,W,궁리,G U NG N I,G U NG N I N,"Counter({'C': 5, 'I': 1})",5,0,1,0,insertion of < N >,0.16129032258064516
718,0172192,0682,F,90,English,A,RS031,S,자연스럽게 전통을 이어나가는 것이 바람직하지 않을까 싶습니다,J A iEO N S EU R EO p GG E J EO N Th O NG EU L I EO N A G A N EU N G EO S I B A R A M J I Kh A J I A N EU L GG A S I p SS EU M N I D A,J A iEO N S EU R EO p GG E J EO N Th O NG EU L I EO N A G A N EU N G EO S I B A R A M J I Kh A J I A N I GG A S EU p SS EU M N I D A,"Counter({'C': 56, 'S': 2, 'D': 1})",56,2,0,1,"deletion of < EU >, substitution of < L > to < I >, substitution of < I > to < EU >",0.02875399361022364
719,0172217,0682,F,90,English,A,RS034,S,새로 생긴 식당에 가 봤는데 분위기가 아주 좋던데요,S E R O S E NG G I N S I k DD A NG E G A B oA N N EU N D E B U N UI G I G A A J U J O Th EO N D E iO,S E R O S E NG G I N S I k DD A NG E G A B oA N N N EU N D E B U N UI G I G A A J U J O Th EO N D E iO,"Counter({'C': 46, 'I': 1})",46,0,1,0,insertion of < N >,0.01639344262295082
720,0180167,0682,F,90,English,A,RS036,S,불만이 있으면 직접 가서 말해 봐,B U L M A N I I SS EU M iEO N J I k JJ EO p G A S EO M A R H E B oA,B U L M A N I I SS EU M iEO N J I k JJ EO p G A S EO M A H E B oA,"Counter({'C': 29, 'D': 1})",29,0,0,1,deletion of < R >,0.02531645569620253
721,0180169,0682,F,90,English,A,RS038,S,어디 앉아서 쉴 데 없을까요,EO D I A N J A S EO S UI L D E EO p SS EU L GG A iO,EO R I A N J A S EO OE N D E EO p SS EU GG A iO,"Counter({'C': 17, 'S': 3, 'D': 2})",17,3,0,2,"substitution of < D > to < R >, deletion of < S >, substitution of < UI > to < OE >, substitution of < L > to < N >, deletion of < L >",0.1016949152542373
722,0180172,0682,F,90,English,A,RS040,S,이렇게 감사의 말씀을 전할 수 있을 정도로 성장했습니다,I R EO Kh E G A M S A euI M A L SS EU M EU L J EO N A L S U I SS EU L J EO NG D O R O S EO NG J A NG H E S SS EU M N I D A,I R EO Kh E G A M S A euI M A L SS EU L M EU L J EO A L S U I SS EU L J EO NG D O R O S EO NG J A NG H E S SS EU M N I D A,"Counter({'C': 52, 'I': 1, 'D': 1})",52,0,1,1,"insertion of < L >, deletion of < N >",0.027874564459930314
723,0180174,0682,F,90,English,A,RS042,S,이 업무에 적합한 사람이 있으면 언제든지 말씀해 주세요,I EO M M OE J EO Kh A Ph A N S A R A M I I SS EU M iEO N EO N J E D EU N J I M A L SS EU M H E J U S E iO,I EO M M OE J EO A Ph Ph A N S A R A M I I SS EU M iEO N EO N J E D EU N J I M A L SS EU M H E J U S E iO,"Counter({'C': 44, 'S': 2})",44,2,0,0,"substitution of < Kh > to < A >, substitution of < A > to < Ph >",0.04
724,0180175,0682,F,90,English,A,RS043,S,은행이 이렇게 문을 일찍 닫는 걸 알았다면 서둘렀을 텐데요,EU N E NG I I R EO Kh E M U N EU L I L JJ I k D A N N EU N G EO L A R A t DD A M iEO N S EO D U L L EO SS EU L Th E N D E iO,EU N E NG I I R EO Kh E M U N EU L I L JJ I k D A N N EU N G EO L A R A t DD A M iEO N S EO D U L L EO SS EO Th EU N D E iO,"Counter({'C': 51, 'S': 2, 'D': 1})",51,2,0,1,"deletion of < EU >, substitution of < L > to < EO >, substitution of < E > to < EU >",0.03460207612456748
725,0180179,0682,F,90,English,A,RS044,S,권력과 공권력의 차이점이 뭔지 아세요,G uEO N N iEO k GG oA G O NG G uEO N N iEO G euI CHh A I J EO M I M uEO N J I A S E iO,G uEO N iEO k GG oA G O NG G uEO N N iEO G euI CHh A I J EO M I M uEO N J I A S E iO,"Counter({'C': 33, 'D': 1})",33,0,0,1,deletion of < N >,0.021164021164021163
726,0180180,0682,F,90,English,A,RS045,S,뒷일은 나중에 생각하고 급한 불부터 끕시다,D UI S I R EU N N A J U NG E S E NG G A Kh A G O G EU Ph A N B U L B U Th EO G EU p SS I D A,D UI S I R EU N N A J U NG E S A NG G A Kh A G O G EU Ph A N B U B U Th EO G EU p SS I D A,"Counter({'C': 39, 'S': 1, 'D': 1})",39,1,0,1,"substitution of < E > to < A >, deletion of < L >",0.023148148148148147
727,0205708,0682,F,90,English,A,RS046,S,오늘 걷힌 돈은 모두 기부금으로 사용하는 게 어때요,O N EU L G EO Th I N D O N EU N M O D U G I B U G EU M EU R O S A iO NG H A N EU N G E EO DD E iO,O N EU L G EO I N D O N EU N M O D U G I B U G EU EU R O S A iO NG H A N EU N G E EO DD E iO,"Counter({'C': 41, 'D': 2})",41,0,0,2,"deletion of < Th >, deletion of < M >",0.039647577092511016
728,0205709,0682,F,90,English,A,RS047,S,얼굴 보니 너 무슨 안 좋은 일 있구나,EO L G U L B O N I N EO M U S EU N A N J O EU N I L I t GG U N A,EO L G U L B O N I N EO M U S EU N A N J O N I I t GG U N A,"Counter({'C': 28, 'D': 2})",28,0,0,2,"deletion of < EU >, deletion of < L >",0.05806451612903226
729,0205710,0682,F,90,English,A,RS048,S,핵심이 무엇인지 파악하지 못한다면 내용을 잘 이해하기 힘들 거야,H E k SS I M I M U EO S I N J I Ph A A Kh A J I M O Th A N D A M iEO N N E iO NG EU L J A L I E A G I H I M D EU L G EO iA,H E k SS I M I M U EO N I N J I Ph A A Kh A J I M O Th A N D A M iEO N N E iO NG EU L J A L I E A G I H I M D EU L G EO iA,"Counter({'C': 54, 'S': 1})",54,1,0,0,substitution of < S > to < N >,0.003472222222222222
730,0205711,0682,F,90,English,A,RS049,S,갈등 해결을 위해 어떤 노력을 하실 예정이십니까,G A L D EU NG H E G iEO R EU L UI E EO DD EO N N O R iEO G EU L H A S I N iE J EO NG I S I M N I GG A,G A L D EU NG H E G EU R L UI E EO DD EO N N O R iEO G O L H A S iEO N iE J EO NG I S I M N I GG A,"Counter({'C': 39, 'S': 3, 'D': 1})",39,3,0,1,"substitution of < iEO > to < EU >, deletion of < EU >, substitution of < EU > to < O >, substitution of < I > to < iEO >",0.06866952789699571
731,0205712,0682,F,90,English,A,RS050,S,국내선 공항과 국제선 공항이 다르다는 것을 왜 미리 말씀해 주시지 않으셨어요,G U NG N E S EO N G O NG H A NG G oA G U k JJ E S EO N G O NG H A NG I D A R EU D A N EU N G EO S EU L OE M I R I M A L SS EU M H E J U S I J I A N EU S iEO SS EO iO,G U NG N E S EO N G O NG H A NG G oA G U k JJ E S EO N G O NG H A NG I D EO R EU N D A N EU L G U S E OE M U R I M A L SS EU M H E J U S I J I A N EU S iEO SS EO,"Counter({'C': 65, 'S': 5, 'D': 2, 'I': 1})",65,5,1,2,"substitution of < A > to < EO >, insertion of < N >, substitution of < N > to < L >, substitution of < EO > to < U >, deletion of < EU >, substitution of < L > to < E >, substitution of < I > to < U >, deletion of < iO >",0.061855670103092786
732,0205713,0682,F,90,English,A,RS051,S,창문이 열렸네요 닫아 주세요,CHh A NG M U N I iEO L L iEO N N E iO D A D A J U S E iO,CHh A NG M U N I iEO L L iEO N N N N E iO D A D A J U S E iO,"Counter({'C': 24, 'I': 2})",24,0,2,0,"insertion of < N >, insertion of < N >",0.05755395683453238
733,0205721,0682,F,90,English,A,RS059,S,그거 내가 한 거 아니야,G EU G EO N E G A H A N G EO A N I iA,G EU G EO N E G A H N G euI A N I iA,"Counter({'C': 15, 'D': 1, 'S': 1})",15,1,0,1,"deletion of < A >, substitution of < EO > to < euI >",0.08888888888888889
734,0205723,0682,F,90,English,A,RS061,S,이게 다 니 책임이야,I G E D A N I CHh E G I M I iA,S I G E D A N I CHh E G I M I iA,"Counter({'C': 14, 'I': 1})",14,0,1,0,insertion of < S >,0.0821917808219178
735,0205725,0682,F,90,English,A,RS063,S,그렇게 힘든 일을 누가 하겠어요,G EU R EO Kh E H I M D EU N I R EU L N U G A A G E SS EO iO,EU EO Kh E H I M D EU N I R EU N U G A A G E SS EO iO,"Counter({'C': 23, 'D': 3})",23,0,0,3,"deletion of < G >, deletion of < R >, deletion of < L >",0.11428571428571428
736,0205734,0682,F,90,English,A,RS072,S,수업 아직 안 끝났을걸,S U EO M A J I k A N GG EU N N A SS EU L G EO L,S U EO M A J I k A N GG EU N N A SS EU G EO,"Counter({'C': 19, 'D': 2})",19,0,0,2,"deletion of < L >, deletion of < L >",0.0990990990990991
737,0205736,0682,F,90,English,A,RS074,S,오늘 다섯 시에 퇴근하지,O N EU L D A S EO t S I E Th OE G EU N A J I,O N EU L D A S EO t S I E Th OE Th OE G EU N A J I,"Counter({'C': 20, 'I': 2})",20,0,2,0,"insertion of < Th >, insertion of < OE >",0.08547008547008547
738,0171966,0682,F,90,English,A,RW007,W,글씨,G EU L SS I,G EU N SS I,"Counter({'C': 4, 'S': 1})",4,1,0,0,substitution of < L > to < N >,0.037037037037037035
739,0172011,0682,F,90,English,A,RW022,W,꼬리,GG O R I,GG EO R I,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < O > to < EO >,0.09090909090909091
740,0172013,0682,F,90,English,A,RW023,W,바꾸다,B A GG U D A,B A Kh U D A,"Counter({'C': 5, 'S': 1})",5,1,0,0,substitution of < GG > to < Kh >,0.06451612903225806
741,0172103,0682,F,90,English,A,RW051,W,일본,I L B O N,iEO B uEO N,"Counter({'S': 2, 'C': 2, 'D': 1})",2,2,0,1,"deletion of < I >, substitution of < L > to < iEO >, substitution of < O > to < uEO >",0.43333333333333335
742,0172108,0682,F,90,English,A,RW054,W,수리,S U R I,S O R I,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < U > to < O >,0.05
743,0180092,0682,F,90,English,A,RW061,W,좌석,J oA S EO k,CHh oA S O,"Counter({'S': 2, 'C': 2, 'D': 1})",2,2,0,1,"substitution of < J > to < CHh >, deletion of < EO >, substitution of < k > to < O >",0.3793103448275862
744,0180097,0682,F,90,English,A,RW066,W,괴물,G OE M U L,G I M U,"Counter({'C': 3, 'S': 1, 'D': 1})",3,1,0,1,"substitution of < OE > to < I >, deletion of < L >",0.3076923076923077
745,0180100,0682,F,90,English,A,RW069,W,웬,OE N,B OE N,"Counter({'C': 2, 'I': 1})",2,0,1,0,insertion of < B >,0.5454545454545454
746,0205653,0682,F,90,English,A,RW089,W,실력,S I L L iEO k,S U L L iEO k,"Counter({'C': 5, 'S': 1})",5,1,0,0,substitution of < I > to < U >,0.03125
747,0205659,0682,F,90,English,A,RW094,W,입,I p,I,"Counter({'C': 1, 'D': 1})",1,0,0,1,deletion of < p >,0.5
748,0205661,0682,F,90,English,A,RW096,W,질문,J I L M U N,J I M U N,"Counter({'C': 5, 'D': 1})",5,0,0,1,deletion of < L >,0.13333333333333333
749,0205671,0682,F,90,English,A,RW105,W,앉고,A N G O,EO N G O,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < A > to < EO >,0.14285714285714285
750,0205673,0682,F,90,English,A,RW107,W,겪다,G iEO k DD A,EO p DD A,"Counter({'S': 2, 'C': 2, 'D': 1})",2,2,0,1,"deletion of < G >, substitution of < iEO > to < EO >, substitution of < k > to < p >",0.25
751,0205675,0682,F,90,English,A,RW108,W,폭발,Ph O k BB A L,Ph EO p BB A L,"Counter({'C': 4, 'S': 2})",4,2,0,0,"substitution of < O > to < EO >, substitution of < k > to < p >",0.09090909090909091
752,0205681,0682,F,90,English,A,RW114,W,끝이,GG EU Th I,GG O Th I,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < EU > to < O >,0.13043478260869565
753,0205696,0682,F,90,English,A,RW126,W,짓누르다,J I N N U R EU D A,J E N N U R EU D A,"Counter({'C': 8, 'S': 1})",8,1,0,0,substitution of < I > to < E >,0.021739130434782608
754,0205700,0682,F,90,English,A,RW130,W,격려,G iEO NG N iEO,G NG N iEO,"Counter({'C': 4, 'D': 1})",4,0,0,1,deletion of < iEO >,0.2
755,0180122,0682,F,90,English,A,RW149,W,넣어요,N EO EO iO,N O R A iO,"Counter({'C': 2, 'S': 2, 'I': 1})",2,2,1,0,"insertion of < O >, substitution of < EO > to < R >, substitution of < EO > to < A >",0.35714285714285715
840,0215135,0741,F,1,English,A,RS043,S,은행이 이렇게 문을 일찍 닫는 걸 알았다면 서둘렀을 텐데요,EU N E NG I I R EO Kh E M U N EU L I L JJ I k D A N N EU N G EO L A R A t DD A M iEO N S EO D U L L EO SS EU L Th E N D E iO,EU N E NG I I R EO Kh E M U N EU L JJ I k D A N N EU N G EO L A R A t DD A M iEO N S EO D U L L EO SS EU L Th E N D E iO,"Counter({'C': 52, 'D': 2})",52,0,0,2,"deletion of < L >, deletion of < I >",0.027874564459930314
841,0215137,0741,F,1,English,A,RS045,S,뒷일은 나중에 생각하고 급한 불부터 끕시다,D UI S I R EU N N A J U NG E S E NG G A Kh A G O G EU Ph A N B U L B U Th EO G EU p SS I D A,D UI S R EU N N A J U NG E S E NG G A Kh A G O G EU Ph A N B U L B U Th EO G EU p SS I D A,"Counter({'C': 40, 'D': 1})",40,0,0,1,deletion of < I >,0.018518518518518517
842,0215172,0741,F,1,English,A,RS070,S,그만 좀 먹어라,G EU M A N J O M M EO G EO R A,M EO N J O M M EO G EO R A,"Counter({'C': 11, 'D': 2, 'S': 1})",11,1,0,2,"deletion of < G >, deletion of < EU >, substitution of < A > to < EO >",0.18666666666666668
843,0215179,0741,F,1,English,A,RS074,S,오늘 다섯 시에 퇴근하지,O N EU L D A S EO t S I E Th OE G EU N A J I,O N EU D A S EO t S I E Th OE G EU N A J I,"Counter({'C': 19, 'D': 1})",19,0,0,1,deletion of < L >,0.0380952380952381
844,0214962,0741,F,1,English,A,RW056,W,은행,EU N E NG,EU N N E NG,"Counter({'C': 4, 'I': 1})",4,0,1,0,insertion of < N >,0.14814814814814814
845,0215068,0741,F,1,English,A,RW121,W,국민,G U NG M I N,G U NG N I N,"Counter({'C': 5, 'S': 1})",5,1,0,0,substitution of < M > to < N >,0.03225806451612903
846,0215094,0741,F,1,English,A,RW133,W,한국어,H A N G U G EO,H A NG G U G EO,"Counter({'C': 6, 'S': 1})",6,1,0,0,substitution of < N > to < NG >,0.05405405405405406
847,0169556,0754,M,87,English,B,RS007,S,금요일이 좋아요 일요일이 좋아요,G EU M iO I R I J O A iO I R iO I R I J O A iO,G EU M iO I R I J O A iO I R iO R I J O A iO,"Counter({'C': 20, 'D': 1})",20,0,0,1,deletion of < I >,0.03636363636363636
848,0169587,0754,M,87,English,B,RS012,S,벽에 잘 붙어 있도록 잘 붙이세요,B iEO G E J A L B U Th EO I t DD O R O k J A L B U Th I S E iO,B iEO G E J A L B U Th A N I t DD O R O k J A L B U Th I S E iO,"Counter({'C': 27, 'I': 1, 'S': 1})",27,1,1,0,"insertion of < A >, substitution of < EO > to < N >",0.046052631578947366
849,0169608,0754,M,87,English,B,RS017,S,내일 몇 시까지 오면 될까요,N E I R M iEO t S I GG A J I O M iEO N D OE L GG A iO,N E I R M iEO t S I GG A J I EO M iEO D OE L GG A iO,"Counter({'C': 21, 'S': 1, 'D': 1})",21,1,0,1,"substitution of < O > to < EO >, deletion of < N >",0.04838709677419355
850,0169619,0754,M,87,English,B,RS021,S,이 일은 제가 한번 해 볼게요,I I R EU N J E G A H A N B EO N E B O L G E iO,I I R EU N J E G A H A N B EO N E B O L G E,"Counter({'C': 21, 'D': 1})",21,0,0,1,deletion of < iO >,0.05309734513274336
851,0169657,0754,M,87,English,B,RS065,S,이번엔 절대로 실수하지 않을 거야,I B EO N E N J EO L D E R O S I L S U A J I A N EU L G EO iA,I L B EO N E N J EO L D E R O S I L S U A J I A N EU L G EO iA,"Counter({'C': 28, 'I': 1})",28,0,1,0,insertion of < L >,0.02666666666666667
852,0167970,0754,M,87,English,B,RW020,W,친구,CHh I N G U,J U NG G U k,"Counter({'S': 3, 'C': 2, 'I': 1})",2,3,1,0,"substitution of < CHh > to < J >, substitution of < I > to < U >, substitution of < N > to < NG >, insertion of < k >",0.3939393939393939
853,0168760,0754,M,87,English,B,RW069,W,웬,OE N,N,"Counter({'D': 1, 'C': 1})",1,0,0,1,deletion of < OE >,0.5454545454545454
854,0169446,0754,M,87,English,B,RW125,W,흙마루,H EU NG M A R U,H EU CHh M A R U,"Counter({'C': 6, 'S': 1})",6,1,0,0,substitution of < NG > to < CHh >,0.10526315789473684
855,0169454,0754,M,87,English,B,RW128,W,궁리,G U NG N I,G U NG N I N,"Counter({'C': 5, 'I': 1})",5,0,1,0,insertion of < N >,0.16129032258064516
856,0169467,0754,M,87,English,B,RW130,W,격려,G iEO NG N iEO,G O NG N iEO,"Counter({'C': 4, 'S': 1})",4,1,0,0,substitution of < iEO > to < O >,0.13333333333333333
857,0169504,0754,M,87,English,B,RW144,W,밖은,B A GG EU N,B A Th EU N,"Counter({'C': 4, 'S': 1})",4,1,0,0,substitution of < GG > to < Th >,0.07407407407407407
858,0169517,0754,M,87,English,B,RW148,W,줄넘기,J U N N EO M G I,J U N EO M G I,"Counter({'C': 7, 'D': 1})",7,0,0,1,deletion of < N >,0.0975609756097561
2017,0359770,1720,M,93,English,A,RS028,S,좋은 의견이 있으시면 의견란에 꼭 써 주시기 바랍니다,J O EU N euI G iEO N I I S EU S I M iEO N euI G iEO N N A N E GG O k SS EO J U S I G I B A R A M N I D A,J O EU N euI G iEO N I I S EU S I M iEO N euI G iEO N N A N N E GG O k SS EO J U S I G I B A R A M N I D A,"Counter({'C': 45, 'I': 1})",45,0,1,0,insertion of < N >,0.0163265306122449
2018,0359779,1720,M,93,English,A,RS029,S,물이 팔팔 끓는데 왜 불을 안 끄고 가만히 있어요,M U R I Ph A L Ph A L G EU N N EU N D E OE B U R EU L A N G EU G O G A M A N I I SS EO iO,M U R I Ph A L Ph A L G EU N N EU N D E OE B U R EU L A N G EU G O G A M A N I I,"Counter({'C': 37, 'D': 3})",37,0,0,3,"deletion of < SS >, deletion of < EO >, deletion of < iO >",0.0761904761904762
